代码,时间,收盘价(元)
600596.SH,2006/5/18,23.5457
600596.SH,2006/5/19,24.3631
600596.SH,2006/5/22,24.9535
600596.SH,2006/5/23,23.0462
600596.SH,2006/5/24,21.8882
600596.SH,2006/5/25,22.1834
600596.SH,2006/5/26,22.365
600596.SH,2006/5/29,22.7964
600596.SH,2006/5/30,23.5684
600596.SH,2006/5/31,22.6375
600596.SH,2006/6/1,23.3641
600596.SH,2006/6/2,23.9771
600596.SH,2006/6/5,24.4766
600596.SH,2006/6/6,23.4549
600596.SH,2006/6/7,21.8201
600596.SH,2006/6/8,22.3877
600596.SH,2006/6/9,21.2752
600596.SH,2006/6/12,20.6848
600596.SH,2006/6/13,20.6394
600596.SH,2006/6/14,20.6621
600596.SH,2006/6/15,20.7983
600596.SH,2006/6/16,21.3433
600596.SH,2006/6/19,21.3433
600596.SH,2006/6/20,21.2979
600596.SH,2006/6/21,20.98
600596.SH,2006/6/22,21.4114
600596.SH,2006/6/23,23.0008
600596.SH,2006/6/26,23.296
600596.SH,2006/6/27,23.296
600596.SH,2006/6/28,23.9998
600596.SH,2006/6/29,24.2496
600596.SH,2006/6/30,25.2259
600596.SH,2006/7/3,25.2486
600596.SH,2006/7/4,25.4984
600596.SH,2006/7/5,24.7979
600596.SH,2006/7/6,26.0822
600596.SH,2006/7/7,26.3624
600596.SH,2006/7/10,25.8487
600596.SH,2006/7/11,25.5217
600596.SH,2006/7/12,25.0547
600596.SH,2006/7/13,23.14
600596.SH,2006/7/14,23.8172
600596.SH,2006/7/17,24.7512
600596.SH,2006/7/18,25.0547
600596.SH,2006/7/19,24.1207
600596.SH,2006/7/20,23.8405
600596.SH,2006/7/21,24.1441
600596.SH,2006/7/24,23.7004
600596.SH,2006/7/25,24.2842
600596.SH,2006/7/26,24.3776
600596.SH,2006/7/27,24.7045
600596.SH,2006/7/28,24.9847
600596.SH,2006/7/31,24.471
600596.SH,2006/8/1,24.3776
600596.SH,2006/8/2,23.9573
600596.SH,2006/8/3,24.0507
600596.SH,2006/8/4,24.0974
600596.SH,2006/8/7,24.0974
600596.SH,2006/8/8,23.1867
600596.SH,2006/8/9,22.4862
600596.SH,2006/8/10,22.9065
600596.SH,2006/8/11,23.4436
600596.SH,2006/8/14,23.607
600596.SH,2006/8/15,24.0507
600596.SH,2006/8/16,24.2375
600596.SH,2006/8/17,24.0273
600596.SH,2006/8/18,24.6811
600596.SH,2006/8/21,25.5918
600596.SH,2006/8/22,25.4517
600596.SH,2006/8/23,25.1948
600596.SH,2006/8/24,25.872
600596.SH,2006/8/25,25.9654
600596.SH,2006/8/28,26.2456
600596.SH,2006/8/29,26.4091
600596.SH,2006/8/30,26.3624
600596.SH,2006/8/31,26.339
600596.SH,2006/9/1,25.3583
600596.SH,2006/9/4,25.3583
600596.SH,2006/9/5,25.7085
600596.SH,2006/9/6,25.4517
600596.SH,2006/9/7,26.5725
600596.SH,2006/9/8,27.4832
600596.SH,2006/9/11,27.6466
600596.SH,2006/9/12,28.0202
600596.SH,2006/9/13,27.5299
600596.SH,2006/9/14,27.74
600596.SH,2006/9/15,27.5532
600596.SH,2006/9/18,27.6233
600596.SH,2006/9/19,28.3471
600596.SH,2006/9/20,28.207
600596.SH,2006/9/21,29.1877
600596.SH,2006/9/22,28.8141
600596.SH,2006/9/25,28.8375
600596.SH,2006/9/26,28.7441
600596.SH,2006/9/27,28.0669
600596.SH,2006/9/28,28.5106
600596.SH,2006/9/29,28.674
600596.SH,2006/10/9,30.0517
600596.SH,2006/10/10,30.1217
600596.SH,2006/10/11,29.8882
600596.SH,2006/10/12,31.0791
600596.SH,2006/10/13,31.0791
600596.SH,2006/10/16,30.1684
600596.SH,2006/10/17,30.2618
600596.SH,2006/10/18,30.2852
600596.SH,2006/10/19,30.7522
600596.SH,2006/10/20,30.6121
600596.SH,2006/10/23,29.538
600596.SH,2006/10/24,30.6121
600596.SH,2006/10/25,30.3786
600596.SH,2006/10/26,30.6121
600596.SH,2006/10/27,31.5227
600596.SH,2006/10/30,31.4527
600596.SH,2006/10/31,31.8029
600596.SH,2006/11/1,31.7562
600596.SH,2006/11/2,31.8029
600596.SH,2006/11/3,32.0598
600596.SH,2006/11/6,31.476
600596.SH,2006/11/7,30.6821
600596.SH,2006/11/8,30.5654
600596.SH,2006/11/9,30.5887
600596.SH,2006/11/10,29.4679
600596.SH,2006/11/13,28.4872
600596.SH,2006/11/14,29.3745
600596.SH,2006/11/15,30.2385
600596.SH,2006/11/16,28.9542
600596.SH,2006/11/17,30.5887
600596.SH,2006/11/20,30.7288
600596.SH,2006/11/21,31.406
600596.SH,2006/11/22,32.0831
600596.SH,2006/11/23,32.3167
600596.SH,2006/11/24,32.1532
600596.SH,2006/11/27,32.6436
600596.SH,2006/11/28,33.8578
600596.SH,2006/11/29,35.7024
600596.SH,2006/11/30,37.1268
600596.SH,2006/12/1,39.0415
600596.SH,2006/12/4,39.275
600596.SH,2006/12/5,40.139
600596.SH,2006/12/6,39.3684
600596.SH,2006/12/7,38.4811
600596.SH,2006/12/8,35.9826
600596.SH,2006/12/11,38.2476
600596.SH,2006/12/12,41.073
600596.SH,2006/12/13,40.0923
600596.SH,2006/12/14,43.2912
600596.SH,2006/12/15,43.6415
600596.SH,2006/12/18,43.6181
600596.SH,2006/12/19,44.7623
600596.SH,2006/12/20,44.3653
600596.SH,2006/12/21,42.9877
600596.SH,2006/12/22,40.9796
600596.SH,2006/12/25,40.8628
600596.SH,2006/12/26,43.1745
600596.SH,2006/12/27,42.7075
600596.SH,2006/12/28,41.4232
600596.SH,2006/12/29,42.4506
600596.SH,2007/1/4,44.0618
600596.SH,2007/1/5,45.9765
600596.SH,2007/1/8,46.7004
600596.SH,2007/1/9,49.0354
600596.SH,2007/1/10,49.1054
600596.SH,2007/1/11,50.6932
600596.SH,2007/1/12,50.5765
600596.SH,2007/1/15,55.2699
600596.SH,2007/1/16,57.1612
600596.SH,2007/1/17,62.8587
600596.SH,2007/1/18,66.548
600596.SH,2007/1/19,63.816
600596.SH,2007/1/22,68.346
600596.SH,2007/1/23,63.4658
600596.SH,2007/1/24,59.7064
600596.SH,2007/1/25,61.411
600596.SH,2007/1/26,65.7308
600596.SH,2007/1/29,62.7186
600596.SH,2007/1/30,65.7308
600596.SH,2007/1/31,64.7968
600596.SH,2007/2/1,69.7003
600596.SH,2007/2/2,68.1125
600596.SH,2007/2/5,70.0038
600596.SH,2007/2/6,67.5754
600596.SH,2007/2/7,65.6374
600596.SH,2007/2/8,67.6688
600596.SH,2007/2/9,68.416
600596.SH,2007/2/12,75.2576
600596.SH,2007/2/13,78.4566
600596.SH,2007/2/14,81.7256
600596.SH,2007/2/15,81.3987
600596.SH,2007/2/16,79.4373
600596.SH,2007/2/26,78.2231
600596.SH,2007/2/27,70.4008
600596.SH,2007/2/28,71.4049
600596.SH,2007/3/1,67.6922
600596.SH,2007/3/2,68.8597
600596.SH,2007/3/5,66.3612
600596.SH,2007/3/6,67.949
600596.SH,2007/3/7,70.9846
600596.SH,2007/3/8,73.7866
600596.SH,2007/3/9,75.4678
600596.SH,2007/3/12,72.1521
600596.SH,2007/3/13,70.4475
600596.SH,2007/3/14,67.5988
600596.SH,2007/3/15,67.8556
600596.SH,2007/3/16,69.0465
600596.SH,2007/3/19,67.7856
600596.SH,2007/3/20,66.9917
600596.SH,2007/3/21,68.7896
600596.SH,2007/3/22,70.2373
600596.SH,2007/3/23,72.6891
600596.SH,2007/3/26,72.4323
600596.SH,2007/3/27,74.0201
600596.SH,2007/3/28,73.3429
600596.SH,2007/3/29,70.9846
600596.SH,2007/3/30,70.6343
600596.SH,2007/4/2,75.3744
600596.SH,2007/4/3,75.3744
600596.SH,2007/4/4,75.3744
600596.SH,2007/4/5,75.3744
600596.SH,2007/4/6,75.3744
600596.SH,2007/4/9,75.3744
600596.SH,2007/4/10,82.9165
600596.SH,2007/4/11,82.753
600596.SH,2007/4/12,83.4068
600596.SH,2007/4/13,85.1815
600596.SH,2007/4/16,85.6485
600596.SH,2007/4/17,84.6211
600596.SH,2007/4/18,85.9754
600596.SH,2007/4/19,84.1074
600596.SH,2007/4/20,85.7419
600596.SH,2007/4/23,88.2403
600596.SH,2007/4/24,91.416
600596.SH,2007/4/25,91.416
600596.SH,2007/4/26,89.4312
600596.SH,2007/4/27,85.1581
600596.SH,2007/4/30,82.9865
600596.SH,2007/5/8,83.5703
600596.SH,2007/5/9,79.3906
600596.SH,2007/5/10,80.6048
600596.SH,2007/5/11,81.7023
600596.SH,2007/5/14,82.8931
600596.SH,2007/5/15,78.6201
600596.SH,2007/5/16,81.5388
600596.SH,2007/5/17,85.485
600596.SH,2007/5/18,85.0881
600596.SH,2007/5/21,83.2901
600596.SH,2007/5/22,86.6525
600596.SH,2007/5/23,90.5987
600596.SH,2007/5/24,90.5053
600596.SH,2007/5/25,91.7896
600596.SH,2007/5/28,94.6383
600596.SH,2007/5/29,99.4251
600596.SH,2007/5/30,95.5022
600596.SH,2007/5/31,102.0169
600596.SH,2007/6/1,99.3951
600596.SH,2007/6/4,92.0491
600596.SH,2007/6/5,93.4899
600596.SH,2007/6/6,92.12
600596.SH,2007/6/7,92.2381
600596.SH,2007/6/8,96.4189
600596.SH,2007/6/11,101.0721
600596.SH,2007/6/12,107.6386
600596.SH,2007/6/13,105.3474
600596.SH,2007/6/14,106.5048
600596.SH,2007/6/15,108.3472
600596.SH,2007/6/18,106.8828
600596.SH,2007/6/19,103.694
600596.SH,2007/6/20,105.9616
600596.SH,2007/6/21,106.9064
600596.SH,2007/6/22,106.9772
600596.SH,2007/6/25,109.0322
600596.SH,2007/6/26,106.5285
600596.SH,2007/6/27,111.6777
600596.SH,2007/6/28,106.4812
600596.SH,2007/6/29,102.0169
600596.SH,2007/7/2,98.4975
600596.SH,2007/7/3,101.5682
600596.SH,2007/7/4,99.2061
600596.SH,2007/7/5,93.0884
600596.SH,2007/7/6,96.2299
600596.SH,2007/7/9,99.6785
600596.SH,2007/7/10,98.592
600596.SH,2007/7/11,96.6078
600596.SH,2007/7/12,95.663
600596.SH,2007/7/13,95.4268
600596.SH,2007/7/16,92.2144
600596.SH,2007/7/17,92.5924
600596.SH,2007/7/18,92.0727
600596.SH,2007/7/19,91.3169
600596.SH,2007/7/20,93.7498
600596.SH,2007/7/23,97.033
600596.SH,2007/7/24,98.2613
600596.SH,2007/7/25,97.5054
600596.SH,2007/7/26,98.2613
600596.SH,2007/7/27,97.3873
600596.SH,2007/7/30,101.3083
600596.SH,2007/7/31,103.9538
600596.SH,2007/8/1,97.6944
600596.SH,2007/8/2,98.4266
600596.SH,2007/8/3,100.1745
600596.SH,2007/8/6,101.9697
600596.SH,2007/8/7,100.3871
600596.SH,2007/8/8,97.3165
600596.SH,2007/8/9,98.8518
600596.SH,2007/8/10,100.5289
600596.SH,2007/8/13,104.9695
600596.SH,2007/8/14,105.3474
600596.SH,2007/8/15,109.1503
600596.SH,2007/8/16,104.2609
600596.SH,2007/8/17,100.6233
600596.SH,2007/8/20,102.7728
600596.SH,2007/8/21,107.8748
600596.SH,2007/8/22,107.0009
600596.SH,2007/8/23,110.6148
600596.SH,2007/8/24,109.4102
600596.SH,2007/8/27,112.8588
600596.SH,2007/8/28,109.4338
600596.SH,2007/8/29,106.0088
600596.SH,2007/8/30,107.3316
600596.SH,2007/8/31,108.2528
600596.SH,2007/9/3,108.3236
600596.SH,2007/9/4,105.1112
600596.SH,2007/9/5,111.1817
600596.SH,2007/9/6,112.1974
600596.SH,2007/9/7,107.9457
600596.SH,2007/9/10,108.3945
600596.SH,2007/9/11,104.7569
600596.SH,2007/9/12,101.5209
600596.SH,2007/9/13,101.0013
600596.SH,2007/9/14,99.4423
600596.SH,2007/9/17,102.0169
600596.SH,2007/9/18,100.1273
600596.SH,2007/9/19,99.6785
600596.SH,2007/9/20,101.7335
600596.SH,2007/9/21,99.2297
600596.SH,2007/9/24,97.1984
600596.SH,2007/9/25,94.0096
600596.SH,2007/9/26,96.7968
600596.SH,2007/9/27,101.8044
600596.SH,2007/9/28,103.505
600596.SH,2007/10/8,109.8589
600596.SH,2007/10/9,109.9771
600596.SH,2007/10/10,111.04
600596.SH,2007/10/11,122.1416
600596.SH,2007/10/12,124.2438
600596.SH,2007/10/15,127.8578
600596.SH,2007/10/16,131.8969
600596.SH,2007/10/17,127.3381
600596.SH,2007/10/18,122.6849
600596.SH,2007/10/19,131.3536
600596.SH,2007/10/22,134.9912
600596.SH,2007/10/23,136.5265
600596.SH,2007/10/24,129.2041
600596.SH,2007/10/25,123.2282
600596.SH,2007/10/26,125.2359
600596.SH,2007/10/29,123.3935
600596.SH,2007/10/30,126.724
600596.SH,2007/10/31,129.7238
600596.SH,2007/11/1,129.2986
600596.SH,2007/11/2,119.5434
600596.SH,2007/11/5,122.1416
600596.SH,2007/11/6,117.6065
600596.SH,2007/11/7,120.7244
600596.SH,2007/11/8,119.2835
600596.SH,2007/11/9,121.3621
600596.SH,2007/11/12,123.8423
600596.SH,2007/11/13,124.8816
600596.SH,2007/11/14,123.1809
600596.SH,2007/11/15,120.3228
600596.SH,2007/11/16,117.7246
600596.SH,2007/11/19,117.1577
600596.SH,2007/11/20,120.6535
600596.SH,2007/11/21,122.4251
600596.SH,2007/11/22,119.5197
600596.SH,2007/11/23,120.1102
600596.SH,2007/11/26,124.0076
600596.SH,2007/11/27,123.2045
600596.SH,2007/11/28,118.4332
600596.SH,2007/11/29,116.3782
600596.SH,2007/11/30,109.67
600596.SH,2007/12/3,113.4256
600596.SH,2007/12/4,116.2601
600596.SH,2007/12/5,117.3939
600596.SH,2007/12/6,118.0316
600596.SH,2007/12/7,123.2282
600596.SH,2007/12/10,129.7238
600596.SH,2007/12/11,138.6051
600596.SH,2007/12/12,138.3689
600596.SH,2007/12/13,134.8967
600596.SH,2007/12/14,138.2036
600596.SH,2007/12/17,137.802
600596.SH,2007/12/18,141.2034
600596.SH,2007/12/19,141.9592
600596.SH,2007/12/20,154.2655
600596.SH,2007/12/21,165.1545
600596.SH,2007/12/24,167.989
600596.SH,2007/12/25,165.9576
600596.SH,2007/12/26,160.9973
600596.SH,2007/12/27,158.6825
600596.SH,2007/12/28,158.5644
600596.SH,2008/1/2,165.0128
600596.SH,2008/1/3,158.2337
600596.SH,2008/1/4,161.4697
600596.SH,2008/1/7,168.9811
600596.SH,2008/1/8,177.0357
600596.SH,2008/1/9,183.5549
600596.SH,2008/1/10,184.4761
600596.SH,2008/1/11,176.5632
600596.SH,2008/1/14,181.7834
600596.SH,2008/1/15,178.3584
600596.SH,2008/1/16,196.1919
600596.SH,2008/1/17,191.3261
600596.SH,2008/1/18,198.3886
600596.SH,2008/1/21,194.0188
600596.SH,2008/1/22,181.7598
600596.SH,2008/1/23,196.8296
600596.SH,2008/1/24,199.8767
600596.SH,2008/1/25,189.2002
600596.SH,2008/1/28,180.1536
600596.SH,2008/1/29,179.6339
600596.SH,2008/1/30,173.8941
600596.SH,2008/1/31,162.9815
600596.SH,2008/2/1,162.9815
600596.SH,2008/2/4,172.3588
600596.SH,2008/2/5,168.9338
600596.SH,2008/2/13,172.4297
600596.SH,2008/2/14,175.5476
600596.SH,2008/2/15,184.2163
600596.SH,2008/2/18,190.9245
600596.SH,2008/2/19,190.8536
600596.SH,2008/2/20,186.3658
600596.SH,2008/2/21,205.0023
600596.SH,2008/2/22,205.4511
600596.SH,2008/2/25,197.2784
600596.SH,2008/2/26,189.3419
600596.SH,2008/2/27,200.8215
600596.SH,2008/2/28,199.4515
600596.SH,2008/2/29,205.4275
600596.SH,2008/3/3,207.0337
600596.SH,2008/3/4,206.7502
600596.SH,2008/3/5,194.4912
600596.SH,2008/3/6,195.3652
600596.SH,2008/3/7,187.1925
600596.SH,2008/3/10,179.3505
600596.SH,2008/3/11,186.3421
600596.SH,2008/3/12,182.1849
600596.SH,2008/3/13,170.1385
600596.SH,2008/3/14,173.7996
600596.SH,2008/3/17,160.5013
600596.SH,2008/3/18,160.5013
600596.SH,2008/3/19,164.8239
600596.SH,2008/3/20,168.4614
600596.SH,2008/3/21,164.2806
600596.SH,2008/3/24,167.7056
600596.SH,2008/3/25,174.7208
600596.SH,2008/3/26,171.1541
600596.SH,2008/3/27,167.6819
600596.SH,2008/3/28,170.8235
600596.SH,2008/3/31,160.6194
600596.SH,2008/4/1,151.1476
600596.SH,2008/4/2,144.0851
600596.SH,2008/4/3,142.0065
600596.SH,2008/4/7,156.1079
600596.SH,2008/4/8,160.1234
600596.SH,2008/4/9,153.2971
600596.SH,2008/4/10,158.6353
600596.SH,2008/4/11,161.2572
600596.SH,2008/4/14,155.2339
600596.SH,2008/4/15,151.7617
600596.SH,2008/4/16,145.5259
600596.SH,2008/4/17,133.5757
600596.SH,2008/4/18,132.8601
600596.SH,2008/4/21,132.55
600596.SH,2008/4/22,129.9739
600596.SH,2008/4/23,137.726
600596.SH,2008/4/24,151.4891
600596.SH,2008/4/25,150.7735
600596.SH,2008/4/28,139.9444
600596.SH,2008/4/29,140.4691
600596.SH,2008/4/30,150.5588
600596.SH,2008/5/5,163.3439
600596.SH,2008/5/6,160.577
600596.SH,2008/5/7,157.8578
600596.SH,2008/5/8,167.9475
600596.SH,2008/5/9,174.6979
600596.SH,2008/5/12,178.1565
600596.SH,2008/5/13,171.2392
600596.SH,2008/5/14,169.4264
600596.SH,2008/5/15,169.2594
600596.SH,2008/5/16,157.4046
600596.SH,2008/5/19,162.2944
600596.SH,2008/5/20,150.9882
600596.SH,2008/5/21,155.067
600596.SH,2008/5/22,149.891
600596.SH,2008/5/23,151.0836
600596.SH,2008/5/26,152.8726
600596.SH,2008/5/27,150.2488
600596.SH,2008/5/28,149.3185
600596.SH,2008/5/29,147.8873
600596.SH,2008/5/30,149.6286
600596.SH,2008/6/2,147.124
600596.SH,2008/6/3,142.3773
600596.SH,2008/6/4,143.9755
600596.SH,2008/6/5,143.1406
600596.SH,2008/6/6,139.8489
600596.SH,2008/6/10,128.328
600596.SH,2008/6/11,131.5959
600596.SH,2008/6/12,129.2583
600596.SH,2008/6/13,126.2051
600596.SH,2008/6/16,125.8951
600596.SH,2008/6/17,120.3135
600596.SH,2008/6/18,131.1904
600596.SH,2008/6/19,124.4162
600596.SH,2008/6/20,132.216
600596.SH,2008/6/23,132.0729
600596.SH,2008/6/24,140.6838
600596.SH,2008/6/25,146.1699
600596.SH,2008/6/26,152.5625
600596.SH,2008/6/27,141.6618
600596.SH,2008/6/30,144.1663
600596.SH,2008/7/1,138.4178
600596.SH,2008/7/2,142.3296
600596.SH,2008/7/3,147.7681
600596.SH,2008/7/4,143.6892
600596.SH,2008/7/7,143.6892
600596.SH,2008/7/8,145.3351
600596.SH,2008/7/9,150.7258
600596.SH,2008/7/10,154.0175
600596.SH,2008/7/11,151.513
600596.SH,2008/7/14,156.7367
600596.SH,2008/7/15,150.6543
600596.SH,2008/7/16,144.1424
600596.SH,2008/7/17,141.1131
600596.SH,2008/7/18,144.1901
600596.SH,2008/7/21,146.9809
600596.SH,2008/7/22,145.2397
600596.SH,2008/7/23,139.0857
600596.SH,2008/7/24,139.4673
600596.SH,2008/7/25,134.172
600596.SH,2008/7/28,135.5077
600596.SH,2008/7/29,140.0875
600596.SH,2008/7/30,139.1334
600596.SH,2008/7/31,134.3867
600596.SH,2008/8/1,133.8619
600596.SH,2008/8/4,132.9316
600596.SH,2008/8/5,123.9153
600596.SH,2008/8/6,113.8494
600596.SH,2008/8/7,112.132
600596.SH,2008/8/8,110.2238
600596.SH,2008/8/11,105.1431
600596.SH,2008/8/12,101.1597
600596.SH,2008/8/13,104.523
600596.SH,2008/8/14,107.2183
600596.SH,2008/8/15,107.1706
600596.SH,2008/8/18,100.8496
600596.SH,2008/8/19,104.2129
600596.SH,2008/8/20,110.9155
600596.SH,2008/8/21,106.9321
600596.SH,2008/8/22,100.4203
600596.SH,2008/8/25,96.1745
600596.SH,2008/8/26,86.5618
600596.SH,2008/8/27,85.7269
600596.SH,2008/8/28,89.448
600596.SH,2008/8/29,92.1195
600596.SH,2008/9/1,83.7472
600596.SH,2008/9/2,82.3637
600596.SH,2008/9/3,81.2188
600596.SH,2008/9/4,83.6518
600596.SH,2008/9/5,82.2444
600596.SH,2008/9/8,75.828
600596.SH,2008/9/9,75.0886
600596.SH,2008/9/10,74.4207
600596.SH,2008/9/11,69.674
600596.SH,2008/9/12,68.7199
600596.SH,2008/9/16,67.5273
600596.SH,2008/9/17,66.7401
600596.SH,2008/9/18,62.9475
600596.SH,2008/9/19,69.2447
600596.SH,2008/9/22,74.4446
600596.SH,2008/9/23,71.3437
600596.SH,2008/9/24,72.7272
600596.SH,2008/9/25,76.2335
600596.SH,2008/9/26,78.5234
600596.SH,2008/10/6,71.5584
600596.SH,2008/10/7,71.4391
600596.SH,2008/10/8,68.7199
600596.SH,2008/10/9,68.0759
600596.SH,2008/10/10,63.7108
600596.SH,2008/10/13,67.5034
600596.SH,2008/10/14,65.6667
600596.SH,2008/10/15,67.0979
600596.SH,2008/10/16,63.4007
600596.SH,2008/10/17,64.8558
600596.SH,2008/10/20,67.2172
600596.SH,2008/10/21,69.7217
600596.SH,2008/10/22,69.7456
600596.SH,2008/10/23,70.2465
600596.SH,2008/10/24,69.6502
600596.SH,2008/10/27,65.3328
600596.SH,2008/10/28,68.5529
600596.SH,2008/10/29,68.6961
600596.SH,2008/10/30,66.4062
600596.SH,2008/10/31,63.1622
600596.SH,2008/11/3,62.3274
600596.SH,2008/11/4,61.5641
600596.SH,2008/11/5,64.6411
600596.SH,2008/11/6,62.9714
600596.SH,2008/11/7,62.2796
600596.SH,2008/11/10,65.6667
600596.SH,2008/11/11,63.3292
600596.SH,2008/11/12,63.5438
600596.SH,2008/11/13,68.7199
600596.SH,2008/11/14,72.7272
600596.SH,2008/11/17,73.8005
600596.SH,2008/11/18,69.1731
600596.SH,2008/11/19,75.7326
600596.SH,2008/11/20,76.2574
600596.SH,2008/11/21,73.9198
600596.SH,2008/11/24,73.2281
600596.SH,2008/11/25,71.2006
600596.SH,2008/11/26,71.1767
600596.SH,2008/11/27,71.0098
600596.SH,2008/11/28,69.1015
600596.SH,2008/12/1,72.0831
600596.SH,2008/12/2,74.1583
600596.SH,2008/12/3,81.5766
600596.SH,2008/12/4,84.0573
600596.SH,2008/12/5,86.8957
600596.SH,2008/12/8,87.7783
600596.SH,2008/12/9,85.5123
600596.SH,2008/12/10,86.4425
600596.SH,2008/12/11,83.0554
600596.SH,2008/12/12,80.7179
600596.SH,2008/12/15,80.9087
600596.SH,2008/12/16,82.7453
600596.SH,2008/12/17,83.127
600596.SH,2008/12/18,82.96
600596.SH,2008/12/19,83.5802
600596.SH,2008/12/22,82.3637
600596.SH,2008/12/23,75.8757
600596.SH,2008/12/24,74.9455
600596.SH,2008/12/25,77.3308
600596.SH,2008/12/26,76.2335
600596.SH,2008/12/29,75.2079
600596.SH,2008/12/30,73.5382
600596.SH,2008/12/31,74.7547
600596.SH,2009/1/5,77.4977
600596.SH,2009/1/6,80.5747
600596.SH,2009/1/7,81.3857
600596.SH,2009/1/8,85.8462
600596.SH,2009/1/9,89.448
600596.SH,2009/1/12,88.2792
600596.SH,2009/1/13,85.4646
600596.SH,2009/1/14,90.736
600596.SH,2009/1/15,92.5011
600596.SH,2009/1/16,95.1011
600596.SH,2009/1/19,93.9323
600596.SH,2009/1/20,93.9562
600596.SH,2009/1/21,95.0295
600596.SH,2009/1/22,95.8405
600596.SH,2009/1/23,94.6002
600596.SH,2009/2/2,95.4827
600596.SH,2009/2/3,100.9212
600596.SH,2009/2/4,102.901
600596.SH,2009/2/5,97.9396
600596.SH,2009/2/6,99.7047
600596.SH,2009/2/9,101.8276
600596.SH,2009/2/10,102.4478
600596.SH,2009/2/11,105.8349
600596.SH,2009/2/12,103.5211
600596.SH,2009/2/13,105.2624
600596.SH,2009/2/16,108.888
600596.SH,2009/2/17,104.9284
600596.SH,2009/2/18,99.8955
600596.SH,2009/2/19,100.1817
600596.SH,2009/2/20,102.4239
600596.SH,2009/2/23,104.1175
600596.SH,2009/2/24,99.2038
600596.SH,2009/2/25,96.8901
600596.SH,2009/2/26,89.1618
600596.SH,2009/2/27,87.4682
600596.SH,2009/3/2,90.7122
600596.SH,2009/3/3,91.547
600596.SH,2009/3/4,96.3891
600596.SH,2009/3/5,96.8901
600596.SH,2009/3/6,96.8901
600596.SH,2009/3/9,103.7597
600596.SH,2009/3/10,96.4846
600596.SH,2009/3/11,91.6663
600596.SH,2009/3/12,88.8994
600596.SH,2009/3/13,89.1856
600596.SH,2009/3/16,88.4939
600596.SH,2009/3/17,92.2865
600596.SH,2009/3/18,93.2883
600596.SH,2009/3/19,94.3378
600596.SH,2009/3/20,96.1268
600596.SH,2009/3/23,96.3414
600596.SH,2009/3/24,96.8424
600596.SH,2009/3/25,94.3855
600596.SH,2009/3/26,94.4332
600596.SH,2009/3/27,96.3414
600596.SH,2009/3/30,94.9341
600596.SH,2009/3/31,94.0993
600596.SH,2009/4/1,97.3433
600596.SH,2009/4/2,98.3212
600596.SH,2009/4/3,97.0809
600596.SH,2009/4/7,93.98
600596.SH,2009/4/8,90.1874
600596.SH,2009/4/9,90.6406
600596.SH,2009/4/10,92.5727
600596.SH,2009/4/13,95.9359
600596.SH,2009/4/14,95.1249
600596.SH,2009/4/15,93.813
600596.SH,2009/4/16,96.8662
600596.SH,2009/4/17,96.1506
600596.SH,2009/4/20,97.4864
600596.SH,2009/4/21,95.5782
600596.SH,2009/4/22,93.3837
600596.SH,2009/4/23,93.3837
600596.SH,2009/4/24,93.5268
600596.SH,2009/4/27,90.5691
600596.SH,2009/4/28,88.303
600596.SH,2009/4/29,87.5398
600596.SH,2009/4/30,89.1856
600596.SH,2009/5/4,92.5966
600596.SH,2009/5/5,92.3103
600596.SH,2009/5/6,92.1911
600596.SH,2009/5/7,90.6168
600596.SH,2009/5/8,91.6663
600596.SH,2009/5/11,93.2167
600596.SH,2009/5/12,94.4571
600596.SH,2009/5/13,94.4809
600596.SH,2009/5/14,92.3219
600596.SH,2009/5/15,90.8744
600596.SH,2009/5/18,90.2611
600596.SH,2009/5/19,91.5123
600596.SH,2009/5/20,89.8194
600596.SH,2009/5/21,87.5132
600596.SH,2009/5/22,87.9058
600596.SH,2009/5/25,86.1148
600596.SH,2009/5/26,86.0166
600596.SH,2009/5/27,86.4828
600596.SH,2009/6/1,88.8381
600596.SH,2009/6/2,91.0461
600596.SH,2009/6/3,90.7763
600596.SH,2009/6/4,90.5555
600596.SH,2009/6/5,92.0766
600596.SH,2009/6/8,89.2552
600596.SH,2009/6/9,87.6604
600596.SH,2009/6/10,89.6477
600596.SH,2009/6/11,93.1561
600596.SH,2009/6/12,91.1443
600596.SH,2009/6/15,95.4132
600596.SH,2009/6/16,96.2474
600596.SH,2009/6/17,94.7508
600596.SH,2009/6/18,93.9657
600596.SH,2009/6/19,93.3769
600596.SH,2009/6/22,92.5427
600596.SH,2009/6/23,93.0334
600596.SH,2009/6/24,92.9843
600596.SH,2009/6/25,91.5614
600596.SH,2009/6/26,89.9421
600596.SH,2009/6/29,90.3101
600596.SH,2009/6/30,90.7272
600596.SH,2009/7/1,89.893
600596.SH,2009/7/2,92.5427
600596.SH,2009/7/3,90.5309
600596.SH,2009/7/6,93.0579
600596.SH,2009/7/7,94.4809
600596.SH,2009/7/8,93.6468
600596.SH,2009/7/9,94.6527
600596.SH,2009/7/10,100.2464
600596.SH,2009/7/13,105.6194
600596.SH,2009/7/14,105.4722
600596.SH,2009/7/15,107.8275
600596.SH,2009/7/16,107.6803
600596.SH,2009/7/17,107.6557
600596.SH,2009/7/20,106.2082
600596.SH,2009/7/21,103.0433
600596.SH,2009/7/22,107.6312
600596.SH,2009/7/23,106.6253
